16639	17528
16403	18744
14993	24667
14607	13245
14316	18537
16219	19971
16732	18820
15497	17432
14643	25776
15636	16715
16418	18939
14139	16512
14325	13379
14830	22395
14570	22646
15809	15986
15443	25506
14889	20674
14322	20422
13499	16740
13540	19880
16317	16664
14213	27647
15895	19738
15320	16636
14871	17360
13018	17172
15294	21758
13076	23206
13070	15433
14364	24301
17191	15257
16040	25211
13815	20275
15664	18992
13649	26309
16181	18065
14313	13264
14959	23806
13209	15339
14941	15185
15201	18605
12688	19279
14820	20516
12608	17759
15213	16869
15363	13597
13543	15945
15940	21374
13841	24059
14516	25215
15243	21420
17224	16939
15468	24463
15327	16733
17111	30674
15668	19265
14454	19967
15525	21552
16443	18880
14266	17730
15052	19606
13511	13998
13767	15065
15539	17257
15079	28029
13246	20658
14768	17637
14058	21998
15309	18102
15390	17983
12361	23028
15544	18434
15621	27360
14519	16871
13707	19469
15181	18210
15721	19541
14275	22313
13990	18667
15291	20479
16012	16667
16535	18468
17407	19589
15848	18753
14006	19238
14442	22192
14220	19955
14337	18565
17038	18827
15110	16783
15357	15847
13629	19234
15260	20162
15922	15861
15189	14582
13269	14568
14947	19104
14395	12105
14733	20217
11669	14697
12367	18640
15512	18841
12921	14792
13333	18652
14868	20160
14002	21191
14509	21663
13747	15330
16408	22846
15187	29776
14365	20747
15366	18034
15096	20556
14083	21374
15489	23660
14355	18996
16104	18046
14130	15400
15639	23024
13419	17202
13160	16372
16261	16299
14846	20117
15017	23055
16167	15723
14747	21554
14521	18839
12299	18509
16254	25838
15852	16737
13397	21009
16109	16778
12345	13016
15355	18547
15612	13931
14281	16682
15707	17447
14562	23180
13919	14789
13608	13811
15141	21157
15794	26363
15450	27468
16583	20110
14613	16526
16116	16779
14628	20628
14267	17354
15470	13745
16116	20491
13622	22167
12527	20215
14375	19962
14309	24317
15416	18788
16190	23678
15901	18728
14930	19304
14618	18669
13256	20063
13377	14096
15441	19576
16932	17030
14561	20590
16197	23192
14185	21929
13555	20895
15738	20392
17027	17731
15376	15898
14742	20962
14408	16898
16250	23443
15335	24035
15573	24655
16171	19955
16184	20238
15450	22044
14821	18529
12784	16755
16037	18399
15648	26855
14555	19644
15097	16435
14897	15527
14974	11216
15080	20111
14426	21942
13842	17347
15264	18116
15520	18025
13748	25482
14507	15611
14364	19843
14864	26558
15208	23780
16612	25475
14211	15642
15108	16162
14303	13155
14070	19694
14214	18637
14004	20237
14762	20357
15024	22273
14105	16615
15461	25909
15170	15413
16366	18784
14026	21326
15365	22194
15222	20618
12161	18578
14049	16040
15514	14555
15471	11872
15365	18012
13589	23716
14988	21170
14975	16986
14831	16803
15455	16356
14258	21489
15386	18178
15027	19459
15468	20277
12924	15832
14757	20421
16377	16322
13130	22157
15866	21346
14147	18680
15900	17989
16706	24157
14029	23564
14415	18509
14748	18641
16726	18052
13229	14775
14170	23927
14912	21462
14200	19377
14449	21423
14015	17669
15049	19185
14747	21008
13349	12329
15073	17917
15798	18586
12980	19623
14825	24534
16849	23797
15473	13907
16994	25270
15988	16208
14643	19095
15907	20393
15391	20895
15595	27532
13409	16486
13822	23877
15818	20955
15162	21496
15049	19973
15619	18193
15432	21563
16269	21125
16128	19216
14798	20194
14175	19497
15412	20480
13353	15601
13771	21060
13817	17649
14142	17359
13962	13903
14485	16054
14777	19864
16188	17310
15516	17495
14091	12180
15774	21783
15722	19021
11068	12982
14947	18688
14385	17439
15129	14348
16106	20776
14945	22909
14494	20198
16978	27314
16853	17776
15375	21802
14998	16335
15355	25017
12952	15139
12678	13973
13854	22044
13652	24311
15785	17959
14219	15821
14193	16219
14380	15898
14930	19276
15963	18512
14145	21671
12567	23895
13211	15353
15875	18862
13740	13006
12582	17059
15242	19089
14407	16132
15487	23261
15567	16933
16157	14561
16025	13756
14010	21670
14579	19341
15160	17740
13061	20107
14091	17087
13815	14402
15962	18067
15167	12835
12793	15695
14473	23052
15150	16556
15529	22852
13896	18471
16030	19627
14797	16005
14567	17854
15046	17707
13048	19383
14236	18773
13906	18827
14444	20597
15852	23209
14355	17920
13957	17580
16151	21582
16376	24353
16212	20984
16432	19616
14891	23452
12881	21546
15431	21410
17736	14674
12361	19054
15204	22400
14945	22913
14826	14974
13793	17311
14893	15742
15786	18059
16098	23848
14821	18382
14283	15724
14221	18839
16367	20188
13852	13088
15978	19374
14843	15353
14102	14205
14171	22881
14135	16639
15399	21980
13524	15240
15443	24729
15326	20043
15034	18370
13195	16622
16332	15610
13605	16285
16579	13649
14781	17563
13523	23325
15687	19551
14985	23184
14045	17280
15181	25057
13067	15973
15295	21822
15599	19358
15502	21830
13576	22558
12534	20096
15102	17427
15084	17901
13195	19089
14248	14255
16126	16585
14514	20244
14706	18169
13029	25255
15946	22087
16303	17870
13731	27090
15046	18171
14837	18923
13871	21193
16018	19972
13020	19034
16427	23869
15280	21435
15048	18002
15923	17101
14259	22272
12707	26779
13700	16600
15071	24245
15674	15634
16549	23297
16076	17392
15106	15773
16249	15794
15004	21746
14627	22801
16229	21236
13229	18641
14307	16848
15912	26302
13454	17837
14851	15399
13575	17894
14320	21078
15128	20514
16749	16521
12778	15895
13387	18778
14422	27394
15590	22821
13657	13750
15478	17718
15513	20052
15522	19603
13561	21156
13493	19480
16706	20646
15500	23614
16096	16589
16721	20250
16030	18304
16198	24472
15702	20022
14271	18750
15066	21036
14628	19848
14055	18633
14386	23535
14466	18827
14103	21169
15908	15561
12832	16631
12898	23553
12893	17501
12998	15723
15643	17826
15972	18756
15145	16192
12935	19263
15501	16341
14745	19677
13942	16618
14778	17507
14708	27624
14936	21553
14777	16794
14784	15543
14138	18151
14348	18670
14297	14521
15093	21437
16787	20828
14440	14310
14675	17366
16512	33676
15733	17406
14819	25200
14672	19042
14180	17685
15217	19691
14880	21312
14843	16947
15811	17721
14549	23491
13671	16298
15527	27576
14123	14937
15029	25786
15361	19002
14456	13617
15387	19965
14972	18625
14942	25845
13456	24050
14472	16541
14642	12020
12206	19444
15401	11678
15293	15671
14181	14145
15560	21988
14361	19102
16446	18748
16018	30606
16602	16221
13701	19295
13928	19826
15196	15302
13198	18646
14368	25209
14517	23678
15434	19789
15817	14662
13608	13872
13997	16027
14721	15946
14785	18153
15132	20773
15451	32787
13759	16122
13754	20323
14594	15459
14391	15182
15155	17354
14882	17061
13505	16689
14271	24898
15052	18552
13782	21168
13702	15140
16338	15170
14615	19179
17221	21604
14740	22985
16231	15509
12784	13931
12764	24390
13446	15636
14786	15773
14563	15751
15194	23501
14365	19798
14853	21478
16292	16796
15231	14835
15965	18329
15586	15343
15083	21809
16350	22372
14604	21183
13568	10412
15153	12990
14273	15716
14753	17040
13407	18561
13141	23931
12823	19590
15065	18555
15170	13175
15558	18537
16150	21122
16170	20858
15544	18345
12720	17165
12504	23238
13618	17054
16877	21963
14380	15956
15356	17978
16191	17628
13260	16266
14552	13930
13855	19899
14390	21539
13607	18923
13168	17061
12640	14011
16250	26277
12452	16946
15698	26419
13240	25085
12992	10646
13810	14669
12382	14162
15866	19240
14708	19740
16252	19011
15592	29059
15592	18682
13422	15568
15041	22961
15480	27870
14110	24663
16140	20020
15775	14122
13231	16897
13595	14554
15120	19084
12417	19385
14676	14341
16449	20282
13911	16838
17191	15744
14250	23533
12688	15733
14695	19261
13954	20837
12598	18972
15206	13342
13798	18886
14374	16481
12318	21187
16153	16347
13079	15337
15335	15992
13757	14364
13975	12099
14812	27059
14597	19783
14083	22086
13289	14617
15899	24781
14770	12885
14442	21238
