568	568	236
774	604	148
797	848	137
800	788	310
940	1160	245
1042	792	146
428	408	120
514	554	110
1128	794	610
1598	930	524
902	902	272
726	826	368
838	748	492
1036	800	372
538	440	118
986	606	268
1430	1351	376
822	606	286
987	993	363
980	805	540
726	726	210
808	670	32
572	688	180
740	656	536
671	612	272
722	542	342
1124	684	288
957	957	281
972	752	424
864	720	478
